%time,field.sensors0.values0,field.sensors0.values1,field.sensors0.values2,field.sensors0.values3,field.sensors0.values4,field.sensors0.values5,field.sensors0.values6,field.sensors0.values7,field.sensors0.values8,field.sensors0.values9,field.sensors0.values10,field.sensors0.values11,field.sensors0.values12,field.sensors0.values13,field.sensors0.values14,field.sensors0.values15,field.sensors0.values16,field.sensors0.values17,field.sensors0.values18,field.sensors0.values19,field.sensors0.values20,field.sensors0.values21,field.sensors0.values22,field.sensors0.values23,field.sensors0.values24,field.sensors0.values25,field.sensors0.values26,field.sensors0.values27,field.sensors0.values28,field.sensors0.values29,field.sensors0.values30,field.sensors0.values31,field.sensors0.values32,field.sensors0.values33,field.sensors0.values34,field.sensors0.values35,field.sensors0.values36,field.sensors0.values37,field.sensors0.values38,field.sensors0.values39,field.sensors0.values40,field.sensors0.values41,field.sensors0.values42,field.sensors0.values43,field.sensors0.values44,field.sensors0.values45,field.sensors0.values46,field.sensors0.values47,field.sensors0.values48,field.sensors0.values49,field.sensors0.values50,field.sensors0.values51,field.sensors0.values52,field.sensors0.values53,field.sensors0.values54,field.sensors0.values55,field.sensors0.values56,field.sensors0.values57,field.sensors0.values58,field.sensors0.values59,field.sensors0.values60,field.sensors0.values61,field.sensors0.values62,field.sensors0.values63
1.49743256349629E+018,63,0,0,0,0,64,0,0,316,0,68,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1165,320,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0
1.49743256350239E+018,62,0,0,0,0,62,0,0,326,0,76,0,0,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1171,322,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256350877E+018,60,0,0,0,0,66,0,0,337,0,64,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1176,334,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256351533E+018,61,0,0,0,0,64,0,0,366,0,60,0,0,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190,338,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256352167E+018,61,0,0,0,0,62,0,0,352,0,65,0,0,295,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,1197,346,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256352803E+018,61,0,0,0,0,57,0,0,355,0,66,0,0,297,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,1200,355,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256353438E+018,55,0,0,0,0,58,0,0,341,0,69,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1211,360,0,0,0,0,0,0,0,0,0,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256354064E+018,53,0,0,0,0,57,0,0,342,0,78,0,0,294,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1225,383,0,0,0,0,0,0,0,0,0,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256354705E+018,55,0,0,0,0,48,0,0,321,0,73,0,0,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1236,404,0,0,0,0,0,0,0,0,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4974325635534E+018,54,0,0,0,0,48,0,0,323,0,80,0,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1255,417,0,0,0,0,0,0,0,0,0,25,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256355981E+018,55,0,0,0,0,42,0,0,300,0,85,0,0,292,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,1261,426,0,0,0,0,0,0,0,0,0,18,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256356602E+018,55,0,0,0,0,42,0,0,323,0,90,0,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1278,436,0,0,0,0,0,0,0,0,0,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256357251E+018,56,0,0,0,0,42,0,0,328,0,101,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1287,450,0,0,0,0,0,0,0,0,0,18,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256357894E+018,56,0,0,0,0,43,0,0,331,0,107,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1302,460,0,0,0,0,0,0,0,0,0,8,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256358516E+018,51,0,0,0,0,48,0,0,351,0,121,0,0,306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1305,472,0,0,0,0,0,0,0,0,0,10,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256359139E+018,54,0,0,0,0,50,0,0,357,0,129,0,0,311,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,1316,477,0,0,0,0,1,0,0,0,0,13,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256359793E+018,54,0,0,0,0,60,0,0,332,0,127,0,0,323,0,0,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,1325,495,0,0,0,0,4,0,0,0,0,10,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256360401E+018,66,0,0,0,0,61,0,5,362,0,145,0,0,326,0,0,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,1332,504,0,0,0,0,3,0,0,0,0,15,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256361038E+018,64,0,0,0,0,81,0,6,333,0,151,0,0,320,0,0,0,0,0,0,0,319,0,0,0,0,0,0,0,0,0,0,1340,511,0,0,0,0,9,0,0,0,0,26,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256361691E+018,66,0,0,0,0,81,0,11,333,0,170,0,0,350,0,0,0,0,0,0,0,509,0,0,0,0,0,0,0,0,0,0,1357,519,0,0,0,0,8,0,0,0,0,30,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256362301E+018,65,0,0,0,0,106,1,23,341,0,165,0,0,353,0,0,0,0,0,0,0,541,0,0,0,0,0,0,0,0,0,0,1370,527,0,0,0,0,10,0,0,0,0,32,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4974325636294E+018,67,0,0,0,0,116,0,21,338,0,178,0,0,360,0,0,0,0,0,0,0,509,0,0,0,0,0,0,0,0,0,0,1383,536,0,0,0,0,7,0,0,0,0,38,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256363589E+018,65,0,0,0,0,128,0,20,308,0,190,0,0,364,0,0,0,0,0,0,0,669,0,0,0,0,0,0,0,0,0,0,1394,538,0,0,0,0,12,0,0,0,0,58,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256364214E+018,61,0,0,0,0,138,0,25,298,0,195,0,0,369,0,0,0,0,0,0,0,605,0,0,0,0,0,0,0,0,0,0,1401,543,0,0,0,0,14,0,0,0,0,82,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256364876E+018,65,0,0,0,0,146,0,28,292,0,213,0,0,364,0,0,0,0,0,0,0,509,0,0,0,0,0,0,0,0,0,0,1416,549,0,0,0,0,13,0,0,0,0,99,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256365501E+018,65,0,0,0,0,154,3,35,292,0,215,0,0,367,0,0,0,0,0,0,0,412,0,0,0,0,0,0,0,0,0,0,1432,550,0,0,0,0,17,0,0,0,0,120,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256366157E+018,67,0,0,0,0,167,4,42,290,0,231,0,0,369,2,3,0,0,0,0,0,412,0,0,0,0,0,0,0,0,0,0,1440,564,0,0,0,0,15,0,0,0,0,138,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256366776E+018,70,0,1,0,0,177,5,44,287,0,234,0,0,375,5,1,0,0,0,0,0,223,0,0,0,0,0,0,0,0,0,0,1453,568,0,0,0,0,19,0,0,0,0,151,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256367414E+018,69,0,1,0,0,187,4,50,279,0,235,0,0,382,4,3,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,1463,581,0,0,0,0,20,0,0,0,0,161,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256368064E+018,71,0,1,0,0,201,7,42,274,0,254,0,0,380,7,6,0,0,0,0,0,285,0,0,0,0,0,0,0,0,0,0,1474,582,0,0,0,0,18,0,0,0,0,171,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256368703E+018,68,0,0,0,0,217,7,46,271,0,255,0,0,392,13,6,0,0,0,0,0,157,0,0,0,0,0,0,0,0,0,0,1486,590,0,0,0,0,24,0,0,0,0,179,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4974325636934E+018,71,0,9,0,0,234,9,55,237,0,271,0,0,399,11,8,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,1491,595,0,0,0,0,22,0,0,0,0,179,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256369964E+018,71,0,13,0,0,250,11,59,233,0,283,0,0,388,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1498,600,0,0,0,0,23,0,0,0,0,169,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256370613E+018,69,0,12,0,0,265,13,65,214,0,290,0,0,387,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1505,611,0,0,0,0,22,0,0,0,0,153,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256371238E+018,70,0,16,0,0,268,16,68,193,0,296,0,0,393,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1515,613,0,0,0,0,20,0,0,0,0,139,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256371891E+018,67,0,15,0,0,270,27,79,165,0,316,0,0,389,14,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1522,616,0,0,0,0,28,0,0,0,0,121,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4974325637253E+018,67,0,20,0,0,270,34,88,154,0,325,0,0,398,19,3,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1521,620,0,0,0,0,28,0,0,0,0,101,328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256373165E+018,69,0,19,0,0,273,36,93,149,0,326,0,0,395,23,1,0,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1528,621,0,0,0,0,32,0,0,0,0,82,329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256373801E+018,68,0,18,0,0,271,37,96,135,0,333,0,0,392,22,3,0,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1527,619,0,0,0,0,28,0,0,0,0,65,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4974325637444E+018,65,0,23,0,0,268,46,96,130,0,342,0,0,389,25,0,0,765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1536,616,0,0,0,0,29,0,0,0,0,40,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256375092E+018,60,0,24,0,0,272,41,104,122,0,334,0,0,378,22,0,0,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1537,609,0,0,0,0,26,0,0,0,0,30,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256375726E+018,62,0,23,0,0,275,45,99,142,0,327,0,0,382,29,0,0,1117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1540,607,0,0,0,0,25,0,0,0,0,21,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256376343E+018,60,0,27,0,0,278,46,107,162,0,294,0,0,374,34,1,0,1181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1545,596,0,0,0,0,29,0,0,0,0,6,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256376989E+018,62,0,37,0,0,283,53,126,172,1,264,0,0,376,29,1,0,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1547,596,0,0,0,0,27,0,0,0,0,7,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256377626E+018,61,0,38,0,0,282,57,138,190,2,232,0,2,366,36,1,0,1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1555,587,0,0,0,0,26,0,0,0,0,3,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256378251E+018,57,0,38,0,0,290,61,147,206,4,175,0,0,363,33,2,0,1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1556,580,0,0,0,0,24,0,0,0,0,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256378903E+018,59,0,39,0,0,298,63,146,228,7,142,0,1,354,34,0,0,1279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1559,576,0,0,0,0,25,0,0,0,0,0,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256379528E+018,59,2,33,0,0,310,65,155,242,8,124,0,3,362,30,0,0,1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1564,564,0,0,0,0,29,0,0,0,0,0,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256380176E+018,61,4,38,0,0,313,65,157,258,0,124,0,3,364,33,0,0,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1565,558,0,0,0,0,26,0,0,0,0,1,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256380803E+018,60,7,38,0,0,328,70,162,273,4,116,0,2,358,33,0,0,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1563,542,0,0,0,0,26,0,0,0,0,3,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256381426E+018,60,7,40,0,0,325,69,172,288,8,100,0,0,368,32,0,0,1181,0,0,0,0,0,29,0,0,0,0,0,0,0,0,1563,532,0,0,0,0,24,0,0,0,0,5,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256382079E+018,64,9,49,0,0,313,67,179,299,7,88,0,1,361,32,0,0,1053,0,0,0,0,0,61,0,0,0,0,0,0,0,0,1571,518,0,0,0,0,27,0,0,0,0,8,385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256382718E+018,61,15,53,0,0,314,73,188,329,7,87,0,1,360,31,3,0,1087,0,0,0,0,0,157,0,0,0,0,0,0,0,0,1571,508,0,0,0,0,26,0,0,0,0,14,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256383339E+018,64,23,52,0,0,311,76,187,359,4,85,0,3,364,32,0,0,1028,0,0,0,0,0,189,0,0,0,0,0,0,0,0,1580,503,0,0,0,0,22,0,0,0,0,25,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743256383989E+018,62,29,51,0,0,278,73,197,371,0,72,0,0,353,23,1,0,829,0,0,0,0,0,264,0,0,0,0,0,0,0,0,1582,491,0,0,0,0,22,0,0,0,0,31,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
