%time,field.sensors0.values0,field.sensors0.values1,field.sensors0.values2,field.sensors0.values3,field.sensors0.values4,field.sensors0.values5,field.sensors0.values6,field.sensors0.values7,field.sensors0.values8,field.sensors0.values9,field.sensors0.values10,field.sensors0.values11,field.sensors0.values12,field.sensors0.values13,field.sensors0.values14,field.sensors0.values15,field.sensors0.values16,field.sensors0.values17,field.sensors0.values18,field.sensors0.values19,field.sensors0.values20,field.sensors0.values21,field.sensors0.values22,field.sensors0.values23,field.sensors0.values24,field.sensors0.values25,field.sensors0.values26,field.sensors0.values27,field.sensors0.values28,field.sensors0.values29,field.sensors0.values30,field.sensors0.values31,field.sensors0.values32,field.sensors0.values33,field.sensors0.values34,field.sensors0.values35,field.sensors0.values36,field.sensors0.values37,field.sensors0.values38,field.sensors0.values39,field.sensors0.values40,field.sensors0.values41,field.sensors0.values42,field.sensors0.values43,field.sensors0.values44,field.sensors0.values45,field.sensors0.values46,field.sensors0.values47,field.sensors0.values48,field.sensors0.values49,field.sensors0.values50,field.sensors0.values51,field.sensors0.values52,field.sensors0.values53,field.sensors0.values54,field.sensors0.values55,field.sensors0.values56,field.sensors0.values57,field.sensors0.values58,field.sensors0.values59,field.sensors0.values60,field.sensors0.values61,field.sensors0.values62,field.sensors0.values63
1.49743184349958E+018,63,0,5,0,0,31,38,134,159,0,46,0,0,239,0,0,0,0,0,0,0,0,0,1981,0,0,0,0,0,0,0,0,1326,638,0,0,0,0,41,0,0,0,0,2,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.497431843506E+018,63,0,9,0,0,31,39,119,146,0,51,0,0,232,0,0,0,0,0,0,0,0,0,2045,0,0,0,0,0,0,0,0,1325,637,0,0,0,0,41,0,0,0,0,5,674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184351249E+018,60,0,2,0,0,32,25,117,132,0,46,0,0,234,0,0,0,0,0,0,0,0,0,2141,0,0,0,0,0,0,0,0,1328,630,0,0,0,0,42,0,0,0,0,3,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184351888E+018,64,0,1,0,0,30,28,105,122,0,48,0,0,228,0,0,0,0,0,0,0,0,0,2205,0,0,0,0,0,0,0,0,1320,624,0,0,0,0,39,0,0,0,0,1,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184352528E+018,58,0,0,0,0,29,24,98,124,0,47,0,0,224,0,0,0,0,0,0,0,0,0,2239,0,0,0,0,0,0,0,0,1323,613,0,0,0,0,40,0,0,0,0,0,553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184353174E+018,61,0,0,0,0,30,19,93,117,0,45,0,0,221,0,0,0,0,0,0,0,0,0,2268,0,0,0,0,0,0,0,0,1323,608,0,0,0,0,41,0,0,0,0,0,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184353815E+018,64,0,0,0,0,29,7,81,98,0,47,0,0,212,0,0,0,0,0,0,0,0,0,2207,0,0,0,0,0,0,0,0,1321,599,0,0,0,0,41,0,0,0,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184354446E+018,59,0,0,0,0,31,0,77,80,0,40,0,0,205,0,0,0,0,0,0,0,0,0,2237,0,0,0,0,0,0,0,0,1316,596,0,0,0,0,38,0,0,0,0,0,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184355099E+018,60,0,0,0,0,30,3,66,65,0,42,0,0,194,0,0,0,0,0,0,0,0,0,2268,0,0,0,0,0,0,0,0,1320,595,0,0,0,0,36,0,0,0,0,0,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184355722E+018,57,0,0,0,0,32,0,54,88,0,43,0,0,189,0,0,0,0,0,0,0,0,0,2271,0,0,0,0,0,0,0,0,1316,589,0,0,0,0,34,0,0,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4974318435636E+018,62,0,0,0,0,28,0,42,90,0,44,0,0,202,0,0,0,0,0,0,0,0,0,2265,0,0,0,0,0,0,0,0,1324,589,0,0,0,0,31,0,0,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184357022E+018,58,0,0,0,0,28,0,31,93,0,44,0,0,202,0,0,0,0,0,0,0,0,0,2205,0,0,0,0,0,0,0,0,1324,584,0,0,0,0,32,0,0,0,0,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4974318435766E+018,57,0,0,0,0,29,0,33,86,0,39,0,0,205,0,0,0,0,0,0,0,0,0,2141,0,0,0,0,0,0,0,0,1320,585,0,0,0,0,32,0,0,0,0,0,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184358298E+018,58,0,0,0,0,27,0,22,91,0,43,0,0,202,0,0,0,0,0,0,0,0,0,2192,0,0,0,0,0,0,0,0,1323,581,0,0,0,0,30,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184358937E+018,57,0,0,0,0,28,0,20,88,0,44,0,0,207,0,0,0,0,0,0,0,0,0,2185,0,0,0,0,0,0,0,0,1321,581,0,0,0,0,33,0,0,0,0,0,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184359586E+018,59,0,0,0,0,25,0,16,88,0,41,0,0,209,0,0,0,0,0,0,0,0,0,2237,0,0,0,0,0,0,0,0,1329,582,0,0,0,0,28,0,0,0,0,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184360222E+018,61,0,0,0,0,27,0,16,92,0,47,0,0,213,0,0,0,0,0,0,0,0,0,2188,0,0,0,0,0,0,0,0,1338,587,0,0,0,0,30,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184360871E+018,58,0,0,0,0,30,0,16,89,0,42,0,0,209,0,0,0,0,0,0,0,0,0,2237,0,0,0,0,0,0,0,0,1342,589,0,0,0,0,32,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184361496E+018,60,0,0,0,0,27,0,12,92,0,47,0,0,209,0,0,0,0,0,0,0,0,0,2269,0,0,0,0,0,0,0,0,1338,588,0,0,0,0,30,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184362139E+018,60,0,0,0,0,30,0,17,90,0,49,0,0,213,0,0,0,0,0,0,0,0,0,2205,0,0,0,0,0,0,0,0,1345,584,0,0,0,0,33,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184362792E+018,64,0,0,0,0,27,0,9,96,0,46,0,0,206,0,0,0,0,0,0,0,0,0,2109,0,0,0,0,0,0,0,0,1349,587,0,0,0,0,31,0,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184363421E+018,63,0,0,0,0,30,0,9,98,0,45,0,0,203,0,0,0,0,0,0,0,0,0,1948,0,0,0,0,0,0,0,0,1356,585,0,0,0,0,31,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184364074E+018,60,0,0,0,0,30,0,6,96,0,45,0,0,207,0,0,0,0,0,0,0,0,0,1936,0,0,0,0,0,0,0,0,1364,590,0,0,0,0,30,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4974318436471E+018,60,0,0,0,0,27,0,6,98,0,45,0,0,200,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,1366,588,0,0,0,0,33,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184365348E+018,63,0,0,0,0,30,0,11,94,0,49,0,0,202,0,0,0,0,0,0,0,0,0,1981,0,0,0,0,0,0,0,0,1376,587,0,0,0,0,30,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184365986E+018,65,0,0,0,0,28,0,9,96,0,54,0,0,200,0,0,0,0,0,0,0,0,0,1853,0,0,0,0,0,0,0,0,1380,583,0,0,0,0,28,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184366609E+018,62,0,0,0,0,30,0,8,97,0,49,0,0,205,0,0,0,0,0,0,0,0,0,2013,0,0,0,0,0,0,0,0,1377,580,0,0,0,0,29,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184367248E+018,65,0,0,0,0,27,0,2,94,0,49,0,0,206,0,0,0,0,0,0,0,0,0,1949,0,0,0,0,0,0,0,0,1371,580,0,0,0,0,23,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184367873E+018,66,0,0,0,0,28,0,10,98,0,52,0,0,203,0,0,0,0,0,0,0,0,0,1981,0,0,0,0,0,0,0,0,1375,576,0,0,0,0,25,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184368512E+018,63,0,0,0,0,29,0,10,96,0,49,0,0,206,0,1,0,0,0,0,0,0,0,1981,0,0,0,0,0,0,0,0,1376,579,0,0,0,0,24,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4974318436915E+018,65,0,0,0,0,28,0,9,99,0,53,0,0,205,0,1,0,0,0,0,0,0,0,2013,0,0,0,0,0,0,0,0,1373,579,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184369761E+018,65,0,0,0,0,29,0,12,97,0,51,0,0,211,0,4,0,0,0,0,0,0,0,1981,0,0,0,0,0,0,0,0,1371,577,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184370411E+018,65,0,0,0,0,28,0,9,98,0,50,0,0,206,0,1,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,1379,581,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184371048E+018,64,0,0,0,0,30,0,7,98,0,48,0,0,208,0,0,13,0,0,0,0,0,0,1981,0,0,0,0,0,0,0,0,1380,576,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184371686E+018,65,0,0,0,0,30,0,9,97,0,51,0,0,211,0,3,16,0,0,0,0,0,0,1885,0,0,0,0,0,0,0,0,1379,579,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184372323E+018,64,0,0,0,0,29,0,7,99,0,50,0,0,213,0,2,28,0,0,0,0,0,0,1821,0,0,0,0,0,0,0,0,1389,580,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184372962E+018,63,0,0,0,0,31,0,9,98,0,52,0,0,216,0,6,28,0,0,0,0,0,0,1725,0,0,0,0,0,0,0,0,1391,585,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184373597E+018,66,0,0,0,0,30,0,8,99,0,57,0,0,215,0,4,29,0,0,0,0,0,0,1695,0,0,0,0,0,0,0,0,1393,589,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184374214E+018,64,0,0,0,0,30,0,8,96,0,53,0,0,218,0,6,29,0,0,0,0,0,0,1695,0,0,0,0,0,0,0,0,1396,590,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184374873E+018,64,0,0,0,0,28,0,4,98,0,56,0,0,218,0,7,28,0,0,0,0,0,0,1695,0,0,0,0,0,0,0,0,1392,590,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184375513E+018,57,0,0,0,0,30,0,0,101,0,55,0,0,215,0,7,21,0,0,0,0,0,0,1631,0,0,0,0,0,0,0,0,1387,591,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4974318437615E+018,63,0,0,0,0,31,0,3,98,0,52,0,0,218,0,8,29,0,0,0,0,0,0,1565,0,0,0,0,0,0,0,0,1385,593,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184376795E+018,64,0,0,0,0,28,0,3,99,0,53,0,0,211,0,5,28,0,0,0,0,0,0,1469,0,0,0,0,0,0,0,0,1372,592,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184377423E+018,63,0,0,0,0,32,0,3,99,0,58,0,0,217,0,6,12,0,0,0,0,0,0,1343,0,0,0,0,0,0,0,0,1366,596,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184378091E+018,63,0,0,0,0,24,0,0,102,0,59,0,0,217,0,1,8,0,0,0,0,0,0,1245,0,0,0,0,0,0,0,0,1357,598,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184378719E+018,58,0,0,0,0,30,0,2,98,0,55,0,0,217,0,7,16,0,0,0,0,0,0,1181,0,0,0,0,0,0,0,0,1360,597,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184379349E+018,64,0,0,0,0,32,0,4,98,0,56,0,0,224,0,8,16,0,0,0,0,0,0,1213,0,0,0,0,0,0,0,0,1361,598,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184379996E+018,64,0,0,0,0,30,0,2,99,0,58,0,0,215,0,6,16,0,0,0,0,0,0,1285,0,0,0,0,0,0,0,0,1355,591,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184380625E+018,62,0,0,0,0,30,0,0,98,0,54,0,0,222,0,8,16,0,0,0,0,0,0,1341,0,0,0,0,0,0,0,0,1344,592,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184381259E+018,63,0,0,0,0,25,0,0,100,0,57,0,0,221,0,3,17,0,0,0,0,0,0,1408,0,0,0,0,0,0,0,0,1342,595,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.497431843819E+018,62,0,0,0,0,31,0,0,99,0,47,0,0,222,0,10,29,0,0,0,0,0,0,1437,0,0,0,0,0,0,0,0,1343,593,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184382513E+018,62,0,0,0,0,29,0,0,101,0,51,0,0,221,0,9,29,0,0,0,0,0,0,1439,0,0,0,0,0,0,0,0,1338,591,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184383162E+018,61,0,0,0,0,29,0,1,102,0,52,0,0,216,0,8,29,0,0,0,0,0,0,1469,0,0,0,0,0,0,0,0,1332,579,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184383796E+018,61,0,0,0,0,31,0,0,102,0,50,0,0,217,0,10,29,0,0,0,0,0,0,1469,0,0,0,0,0,0,0,0,1326,573,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4974318438444E+018,62,0,0,0,0,29,0,0,102,0,51,0,0,216,0,6,29,0,0,0,0,0,0,1469,0,0,0,0,0,0,0,0,1329,566,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184385086E+018,64,0,0,0,0,31,0,1,103,0,52,0,0,218,0,9,29,0,0,0,0,0,0,1437,0,0,0,0,0,0,0,0,1337,563,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184385722E+018,63,0,0,0,0,30,0,0,104,0,51,0,0,215,0,6,29,0,0,0,0,0,0,1437,0,0,0,0,0,0,0,0,1340,560,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184386348E+018,59,0,0,0,0,31,0,1,104,0,55,0,0,216,0,7,29,0,0,0,0,0,0,1373,0,0,0,0,0,0,0,0,1341,552,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184386983E+018,62,0,0,0,0,32,0,2,102,0,56,0,0,217,0,7,29,0,0,0,0,0,0,1309,0,0,0,0,0,0,0,0,1341,549,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184387635E+018,62,0,0,0,0,30,0,4,103,0,58,0,0,216,0,6,29,0,0,0,0,0,0,1309,0,0,0,0,0,0,0,0,1343,542,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184388297E+018,59,0,0,0,0,29,0,0,101,0,60,0,0,217,0,7,29,0,0,0,0,0,0,1284,0,0,0,0,0,0,0,0,1343,534,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184388923E+018,64,0,0,0,0,29,0,0,104,0,61,0,0,218,0,4,5,0,0,0,0,0,0,1213,0,0,0,0,0,0,0,0,1344,524,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184389561E+018,62,0,0,0,0,30,0,0,101,0,57,0,0,218,0,8,0,0,0,0,0,0,0,1168,0,0,0,0,0,0,0,0,1343,515,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184390186E+018,61,0,0,0,0,29,0,0,102,0,60,0,0,216,0,4,0,0,0,0,0,0,0,1087,0,0,0,0,0,0,0,0,1341,506,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184390835E+018,61,0,0,0,0,29,0,0,104,0,54,0,0,211,0,2,0,0,0,0,0,0,0,1053,0,0,0,0,0,0,0,0,1346,495,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184391486E+018,60,0,0,0,0,29,0,0,102,0,50,0,0,213,0,3,0,0,0,0,0,0,0,989,0,0,0,0,0,0,0,0,1345,491,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184392129E+018,60,0,0,0,0,26,0,0,104,0,54,0,0,207,0,1,0,0,0,0,0,0,0,927,0,0,0,0,0,0,0,0,1351,484,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184392763E+018,51,0,0,0,0,31,0,0,104,0,51,0,0,206,0,1,0,0,0,0,0,0,0,916,0,0,0,0,0,0,0,0,1353,481,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184393401E+018,61,0,0,0,0,28,0,0,106,0,52,0,0,202,0,0,0,0,0,0,0,0,0,829,0,0,0,0,0,0,0,0,1352,480,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184394037E+018,58,0,0,0,0,29,0,0,100,0,49,0,0,201,0,0,0,0,0,0,0,0,0,797,0,0,0,0,0,0,0,0,1354,474,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.4974318439469E+018,62,0,0,0,0,30,0,0,104,0,52,0,0,201,0,0,0,0,0,0,0,0,0,733,0,0,0,0,0,0,0,0,1357,471,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184395325E+018,62,0,0,0,0,28,0,0,106,0,56,0,0,201,0,0,0,0,0,0,0,0,0,701,0,0,0,0,0,0,0,0,1357,456,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184395961E+018,60,0,0,0,0,31,0,0,106,0,54,0,0,204,0,1,0,0,0,0,0,0,0,669,0,0,0,0,0,0,0,0,1356,457,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184396598E+018,64,0,0,0,0,27,0,0,107,0,55,0,0,203,0,0,0,0,0,0,0,0,0,669,0,0,0,0,0,0,0,0,1357,451,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184397238E+018,61,0,0,0,0,29,0,0,103,0,51,0,0,204,0,0,0,0,0,0,0,0,0,669,0,0,0,0,0,0,0,0,1366,442,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184397862E+018,63,0,0,0,0,26,0,0,108,0,51,0,0,206,0,0,0,0,0,0,0,0,0,733,0,0,0,0,0,0,0,0,1367,438,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184398519E+018,62,0,0,0,0,26,0,0,109,0,55,0,0,205,0,0,0,0,0,0,0,0,0,796,0,0,0,0,0,0,0,0,1373,434,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184399148E+018,61,0,0,0,0,30,0,0,107,0,51,0,0,207,0,0,0,0,0,0,0,0,0,797,0,0,0,0,0,0,0,0,1377,431,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184399786E+018,63,0,0,0,0,28,0,0,108,0,52,0,0,202,0,0,0,0,0,0,0,0,0,861,0,0,0,0,0,0,0,0,1378,423,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.49743184400436E+018,61,0,0,0,0,31,0,0,108,0,50,0,0,211,0,0,0,0,0,0,0,0,0,925,0,0,0,0,0,0,0,0,1378,416,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
