%time,field.position0,field.position1,field.position2,field.position3,field.position4,field.position5,field.position6,field.position7,field.position8,field.position9,field.position10,field.position11,field.position12,field.position13,field.position14,field.position15,field.position16,field.position17
1.49743294615267E+018,61.6991348267,-15.1783466339,-8.9324970245,50,52.4655418396,20.3349094391,52.7188224792,56.3448257446,26.682352066,52.9228591919,59.6650924683,45.2312507629,16.6248855591,49.9236946106,32.9105682373,-4.3585720062,15.0724754333,9.5790300369
1.49743294615268E+018,60.8156509399,-14.6190881729,-8.9324970245,50,52.4655418396,20.3349094391,52.7188224792,56.3448257446,23.6941108704,52.9228591919,59.6650924683,45.2312507629,16.6248855591,49.9236946106,32.9105682373,-4.3585720062,15.0724754333,9.5790300369
1.49743294619363E+018,59.0486907959,-14.0598211288,-8.9324970245,50,52.4655418396,20.3349094391,52.7188224792,56.3448257446,23.6941108704,52.9228591919,59.6650924683,45.2312507629,16.6248855591,49.2203063965,32.9105682373,-5.0842876434,15.0724754333,9.5790300369
1.49743294619364E+018,58.165222168,-14.0598211288,-8.9324970245,50,52.4655418396,20.3349094391,52.7188224792,56.3448257446,23.6941108704,52.9228591919,59.6650924683,45.2312507629,16.6248855591,49.2203063965,32.9105682373,-5.0842876434,15.0724754333,9.5790300369
1.49743294619366E+018,58.165222168,-14.0598211288,-6.6464924812,50,52.4655418396,20.3349094391,52.7188224792,56.3448257446,23.6941108704,52.9228591919,59.6650924683,45.2312507629,16.6248855591,49.2203063965,32.9105682373,-3.6328561306,15.0724754333,9.9735927582
1.49743294619367E+018,59.0486907959,-14.0598211288,-6.6464924812,50,52.4655418396,19.4722652435,52.7188224792,54.7119636536,23.6941108704,52.9228591919,58.0025405884,43.8421897888,16.6248855591,47.813533783,32.0845527649,-2.9071457386,15.0724754333,9.9735927582
1.49743294619368E+018,59.0486907959,-14.0598211288,-6.6464924812,50,52.4655418396,19.4722652435,52.7188224792,54.7119636536,23.6941108704,52.9228591919,58.0025405884,43.0484390259,16.6248855591,47.1101608276,31.2585372925,-1.4557139874,14.498922348,9.9735927582
1.49743294623467E+018,59.9321746826,-14.0598211288,-6.6464924812,50,52.4655418396,19.4722652435,52.7188224792,54.7119636536,23.6941108704,52.9228591919,58.0025405884,42.2546844482,17.6881351471,45.7033882141,30.8455295563,-0.0042877458,14.498922348,9.9735927582
1.49743294623469E+018,60.8156509399,-14.0598211288,-6.6464924812,50,52.4655418396,19.4722652435,52.7188224792,54.7119636536,17.7176399231,55.8257141113,57.1712684631,41.4609413147,17.6881351471,45,30.535774231,1.4471439123,14.498922348,9.9735927582
1.49743294623469E+018,60.8156509399,-15.1783466339,-6.6464924812,50,52.4655418396,19.4722652435,52.7188224792,54.7119636536,17.7176399231,55.8257141113,57.1712684631,40.6671905518,17.6881351471,44.2966156006,30.535774231,2.8985700607,14.498922348,9.9735927582
1.4974329462347E+018,61.6991348267,-15.1783466339,-6.6464924812,50,52.4655418396,19.4722652435,52.7188224792,54.7119636536,14.7294082642,55.8257141113,57.1712684631,39.8734359741,17.6881351471,43.5932350159,30.8455295563,3.6242859364,14.498922348,9.9735927582
1.49743294623653E+018,61.6991348267,-15.1783466339,-6.6464924812,50,52.4655418396,19.4722652435,55.4082374573,54.7119636536,14.7294082642,55.8257141113,57.1712684631,39.0796852112,17.6881351471,43.5932350159,31.2585372925,5.075712204,14.498922348,9.9735927582
1.49743294624577E+018,61.6991348267,-15.1783466339,-6.6464924812,50,52.4655418396,19.4722652435,55.4082374573,54.7119636536,11.7411689758,55.8257141113,57.1712684631,38.2859382629,17.6881351471,42.8898468018,31.6715431213,5.8014278412,14.498922348,9.9735927582
1.49743294628664E+018,61.6991348267,-15.1783466339,-6.6464924812,50,52.4655418396,19.4722652435,55.4082374573,54.7119636536,11.7411689758,55.8257141113,57.1712684631,37.4921875,17.6881351471,42.8898468018,32.0845527649,6.3457121849,15.0724754333,10.3681564331
1.49743294628665E+018,61.6991348267,-15.1783466339,-6.6464924812,50,52.4655418396,19.4722652435,55.4082374573,54.7119636536,11.7411689758,55.8257141113,57.1712684631,36.6984367371,15.8274374008,42.8898468018,32.9105682373,7.0714278221,15.0724754333,10.3681564331
1.49743294628665E+018,61.6991348267,-15.1783466339,-6.6464924812,50,52.4655418396,21.1975460052,55.4082374573,54.7119636536,11.7411689758,55.8257141113,55.7165489197,35.9046859741,15.8274374008,42.8898468018,33.7365875244,7.7971439362,15.0724754333,10.3681564331
1.49743294628668E+018,61.6991348267,-15.1783466339,-6.6464924812,50,52.4655418396,21.1975460052,55.4082374573,54.7119636536,11.7411689758,52.9228591919,55.7165489197,35.1109390259,14.7641878128,42.8898468018,35.3886184692,7.0714278221,15.0724754333,10.3681564331
1.49743294632765E+018,61.6991348267,-15.1783466339,-6.6464924812,50,52.4655418396,21.1975460052,55.4082374573,54.7119636536,11.7411689758,51.4714279175,55.7165489197,34.3171882629,13.7009296417,42.8898468018,36.6276397705,7.0714278221,15.0724754333,10.3681564331
1.49743294632767E+018,61.6991348267,-15.1783466339,-6.6464924812,50,52.4655418396,21.1975460052,55.4082374573,54.7119636536,11.7411689758,51.4714279175,54.8852729797,33.5234375,12.6376714706,42.8898468018,37.3504066467,7.0714278221,15.0724754333,10.3681564331
1.49743294632768E+018,61.6991348267,-15.1783466339,-6.6464924812,50,52.4655418396,21.1975460052,55.4082374573,54.7119636536,11.7411689758,50.0200080872,54.8852729797,32.7296905518,12.6376714706,42.8898468018,37.3504066467,7.0714278221,15.0724754333,10.3681564331
1.49743294632768E+018,61.6991348267,-16.2968826294,-8.9324970245,50,52.4655418396,21.1975460052,55.4082374573,54.7119636536,11.7411689758,50.0200080872,54.0539970398,32.7296905518,11.5744132996,42.8898468018,37.3504066467,7.0714278221,15.0724754333,10.3681564331
1.49743294636864E+018,59.9321746826,-16.8561477661,-8.9324970245,50,52.4655418396,21.1975460052,55.4082374573,54.7119636536,17.7176399231,48.5685768127,53.2227249146,32.7296905518,11.5744132996,42.8898468018,38.1764221191,7.0714278221,15.0724754333,10.3681564331
1.49743294636865E+018,58.165222168,-17.8348693848,-8.9324970245,50,52.4655418396,21.1975460052,55.4082374573,54.7119636536,17.7176399231,47.1171455383,53.2227249146,32.7296905518,10.5111627579,42.8898468018,39.0024375916,7.0714278221,15.0724754333,10.3681564331
1.49743294636866E+018,56.6191329956,-18.3941268921,-8.9324970245,50,52.4655418396,21.1975460052,55.4082374573,53.0791053772,20.7058811188,47.1171455383,52.3914489746,32.7296905518,10.5111627579,41.4830780029,39.4154472351,7.0714278221,15.0724754333,10.3681564331
1.49743294636867E+018,54.8521728516,-20.0719299316,-8.9324970245,50,52.4655418396,22.0601902008,50.0294036865,52.2626838684,23.6941108704,45.6657142639,51.5601768494,32.7296905518,9.4479045868,40.7796936035,39.828453064,7.0714278221,15.0724754333,10.3681564331
1.49743294636867E+018,52.2017440796,-21.1904640198,-13.504488945,50,52.4655418396,22.0601902008,50.0294036865,51.4462547302,23.6941108704,44.2142944336,49.8976402283,32.7296905518,9.4479045868,40.7796936035,39.828453064,7.0714278221,15.0724754333,10.3681564331
1.49743294640965E+018,50.4347839355,-22.3089981079,-13.504488945,50,52.4655418396,22.0601902008,47.3399887085,50.629825592,23.6941108704,42.7628593445,49.0663642883,32.7296905518,9.4479045868,40.0763092041,39.828453064,7.0714278221,15.0724754333,9.5790300369
1.49743294640966E+018,47.7843475342,-23.4275245667,-13.504488945,50,50.8811798096,22.0601902008,47.3399887085,49.8133964539,23.6941108704,42.7628593445,47.4038162231,32.7296905518,9.4479045868,39.5487709045,40.6544723511,5.8014278412,15.0724754333,9.5790300369
1.49743294640967E+018,44.2504348755,-23.9867916107,-13.504488945,50,50.8811798096,22.0601902008,47.3399887085,48.996963501,23.6941108704,41.3114280701,46.5725402832,32.7296905518,9.4479045868,38.8453865051,41.0674819946,5.075712204,15.0724754333,9.5790300369
1.49743294640967E+018,40.9373931885,-23.9867916107,-13.504488945,50,50.8811798096,22.0601902008,47.3399887085,48.1805343628,23.6941108704,39.8599967957,45.741268158,32.7296905518,7.3213963509,38.1420021057,41.4804878235,5.075712204,15.0724754333,9.5790300369
1.49743294641231E+018,36.5200042725,-23.9867916107,-13.504488945,50,49.9758453369,22.0601902008,47.3399887085,48.1805343628,23.6941108704,38.4085769653,44.9100036621,32.7296905518,8.3846464157,38.1420021057,41.4804878235,5.075712204,15.0724754333,9.5790300369
1.49743294642153E+018,33.8695678711,-23.9867916107,-13.504488945,50,49.9758453369,22.0601902008,47.3399887085,47.3641052246,23.6941108704,38.4085769653,44.9100036621,32.7296905518,8.3846464157,38.1420021057,41.0674819946,5.075712204,15.0724754333,9.5790300369
