# ROTATION_AXIS=0
# TRANSLATION_AXIS=1
# COUPLED_TRANSLATION_AXIS=2
# EXTENSION_AXIS=3
# joint_name_1 axis_1_type (x,y,z) axis_2_type (x,y,z) ... ;joint_name_2 ...
# LeftHandIndex1@ROTATION_AXIS@(0,0,1) LeftHandIndex1@ROTATION_AXIS@(1,0,0) LeftHandIndex2@ROTATION_AXIS@(1,0,0) LeftHandIndex3@ROTATION_AXIS@(1,0,0) LeftHandMiddle1@ROTATION_AXIS@(0,0,1) LeftHandMiddle1@ROTATION_AXIS@(1,0,0) LeftHandMiddle2@ROTATION_AXIS@(1,0,0) LeftHandMiddle3@ROTATION_AXIS@(1,0,0) LeftHandPinky1@ROTATION_AXIS@(0,0,1) LeftHandPinky1@ROTATION_AXIS@(1,0,0) LeftHandPinky2@ROTATION_AXIS@(1,0,0) LeftHandPinky3@ROTATION_AXIS@(1,0,0) LeftHandRing1@ROTATION_AXIS@(0,0,1) LeftHandRing1@ROTATION_AXIS@(1,0,0) LeftHandRing2@ROTATION_AXIS@(1,0,0) LeftHandRing3@ROTATION_AXIS@(1,0,0) LeftHandThumb1@ROTATION_AXIS@(0,0,1) LeftHandThumb1@ROTATION_AXIS@(1,0,0) LeftHandThumb2@ROTATION_AXIS@(1,0,0) LeftHandThumb3@ROTATION_AXIS@(1,0,0) pose@TRANSLATION_AXIS@(1,0,0) pose@TRANSLATION_AXIS@(0,1,0) pose@TRANSLATION_AXIS@(0,0,1) pose@ROTATION_AXIS@(1,0,0) pose@ROTATION_AXIS@(0,1,0) pose@ROTATION_AXIS@(0,0,1) 
0 0.100412 0.79561 -0.205133 0.0526683 0.136126 0.537626 0.173902 -0.0315983 0.098962 0.795722 -0.014167 0.161175 -0.00373297 0.510333 0.484382 0.245702 -0.297788 0.36292 0.142698 -0.0781681 -33.9347 28.5187 11.9788 3.02036 -1.10274 1.94709 
1 0.0906317 0.819456 -0.205911 0.0564073 0.119941 0.584179 0.150305 -0.0342745 0.0851592 0.82945 -0.000246651 0.168285 -0.0139546 0.571263 0.445225 0.242412 -0.317292 0.354445 0.145192 -0.0820702 -33.8526 28.4689 12.1095 3.09886 -1.12299 2.04153 
2 0.0708391 0.874986 -0.206619 0.0670639 0.101982 0.622652 0.114332 -0.0366781 0.0721906 0.785894 0.0522373 0.157969 -0.031959 0.588793 0.415126 0.241638 -0.315863 0.379715 0.177162 -0.083097 -33.7548 28.456 12.2577 3.07981 -1.06474 2.01702 
3 0.0714685 0.887785 -0.207379 0.0533098 0.103951 0.637788 0.0945206 -0.0348208 0.07631 0.778103 0.0828631 0.153501 -0.0291527 0.598541 0.40429 0.245767 -0.320871 0.371001 0.196946 -0.0846553 -33.7284 28.4343 12.2546 3.08396 -1.05832 2.03185 
4 0.072464 0.89083 -0.208114 0.0512013 0.105063 0.645023 0.0760453 -0.0172022 0.0779742 0.770132 0.0994886 0.148301 -0.0279529 0.600332 0.398317 0.258571 -0.321569 0.360776 0.218901 -0.0862052 -33.7061 28.4322 12.2492 3.08218 -1.06092 2.02659 
5 0.0718298 0.893641 -0.208819 0.0488248 0.104901 0.65001 0.0599353 -0.00380287 0.0786182 0.769152 0.107258 0.14217 -0.0279421 0.602785 0.392443 0.266486 -0.322314 0.350001 0.238178 -0.0874584 -33.7016 28.4322 12.2388 3.08169 -1.06152 2.02773 
6 0.0714277 0.894748 -0.209493 0.0470013 0.10522 0.655209 0.046972 0.00640259 0.0793869 0.768251 0.111501 0.136344 -0.0281536 0.605224 0.386743 0.271687 -0.323448 0.339942 0.257017 -0.0884845 -33.6915 28.4326 12.2308 3.08181 -1.06171 2.03035 
7 0.0698541 0.896311 -0.210138 0.044829 0.104811 0.659432 0.0363381 0.0162803 0.0797111 0.766863 0.116407 0.131072 -0.0285644 0.607578 0.381626 0.275798 -0.324654 0.329567 0.275376 -0.0893984 -33.6817 28.4314 12.2253 3.0825 -1.06216 2.03098 
8 0.0686827 0.897798 -0.210761 0.042353 0.103896 0.662384 0.0274943 0.0271483 0.0798127 0.767163 0.120287 0.126305 -0.0293496 0.609699 0.377317 0.279423 -0.325885 0.319456 0.291368 -0.0901411 -33.6701 28.4306 12.2092 3.08307 -1.06312 2.03347 
9 0.0666316 0.899432 -0.211354 0.0402656 0.103456 0.664392 0.0192055 0.0367542 0.0795965 0.766503 0.122507 0.121636 -0.0303334 0.61498 0.368257 0.274511 -0.32716 0.310388 0.306798 -0.0907698 -33.6601 28.4308 12.2073 3.08623 -1.06389 2.03762 
10 0.0646806 0.90057 -0.211906 0.0386003 0.102253 0.668822 0.0121364 0.0393384 0.079863 0.768357 0.124541 0.11731 -0.0302871 0.616399 0.365727 0.276616 -0.328475 0.300631 0.319959 -0.0913082 -33.6527 28.4278 12.198 3.08474 -1.06534 2.03787 
11 0.0644536 0.900831 -0.212449 0.0368871 0.102198 0.670976 0.00643831 0.042908 0.0806098 0.767952 0.125477 0.113282 -0.0302576 0.616207 0.359711 0.279656 -0.329848 0.293491 0.333922 -0.0917424 -33.6391 28.4267 12.1835 3.08721 -1.06494 2.04109 
12 0.0618195 0.900145 -0.21296 0.0356368 0.100456 0.67379 -0.000640943 0.0467983 0.0794219 0.769027 0.127229 0.109554 -0.0321666 0.618408 0.355845 0.282877 -0.331048 0.285769 0.343222 -0.0920697 -33.6349 28.4274 12.1745 3.0885 -1.06816 2.04231 
13 0.0618771 0.899511 -0.21346 0.0346473 0.100467 0.671302 -0.00665339 0.0457028 0.0785303 0.783904 0.0915022 0.100949 -0.0336293 0.611521 0.349342 0.273518 -0.332275 0.284016 0.353753 -0.092222 -33.6112 28.4408 12.1787 3.09132 -1.05754 2.04159 
14 0.0389345 0.912743 -0.219993 0.00472255 0.0796828 0.678724 -0.0269373 0.0419906 0.0593068 0.809071 -0.0336929 0.170717 -0.0571745 0.58573 0.412607 0.229257 -0.347968 0.259051 0.389735 -0.0528417 -33.6345 28.4072 12.1546 3.09729 -1.04306 2.04598 
15 0.0385549 0.912453 -0.220269 0.0041025 0.0798014 0.675175 -0.0255061 0.0415167 0.0591231 0.801844 -0.0365597 0.191115 -0.0566984 0.581112 0.408474 0.231319 -0.348369 0.260802 0.390269 -0.0482593 -33.6208 28.4159 12.1607 3.09932 -1.03903 2.04582 
