#          __         __   ___________   ____   ___________        _____________   ____________ 
#         / /        / /  / _________/  / __ \  \  _______ \____   \  ___________\ \  ________ \ 
#        / /        / /  / /           / /  \ \  \ \      \____ \_  \ \             \ \       \ \ 
#       / /        / /  / /           / /    \ \  \ \          \_ \  \ \             \ \       \ \ 
#      / /________/ /  / /________   / /      \ \  \ \           \ \  \ \___________  \ \_______| | 
#     / _________  /  / _________/  / /        \ \  \ \           | |  \  __________\  \  _____  / 
#    / /        / /  / /           / /__________\ \  \ \         _/ /   \ \             \ \    \ \ 
#   / /        / /  / /           / ______________ \  \ \     __/ _/     \ \             \ \     \ \ 
#  / /        / /  / /_________  / /              \ \  \ \___/ __/        \ \__________   \ \      \ \ 
# /_/        /_/  /___________/ /_/                \_\  \_____/            \___________\   \_\       \_\ 
# 
# Trajectory of Effectors
# 2017-07-28T15:21:15
# StartFrame : 0 
# StopFrame : 6716 
# Delimiter: ';' 
# Framenumber;scale0;scale1;scale2;scale3
0;-3.03053;3.92443;-2.67077;-8.77081;8.32683;-2.68552;-23.5005;7.98631;-2.59863;-28.827;2.64449;-2.51139
1;-3.0321;3.91955;-2.69063;-8.77102;8.32376;-2.68927;-23.5008;7.98758;-2.59219;-28.8289;2.6472;-2.51521
2;-3.03113;3.92046;-2.68201;-8.77041;8.32419;-2.68503;-23.5002;7.98684;-2.59394;-28.8279;2.64605;-2.5168
3;-3.03206;3.92248;-2.67259;-8.77204;8.32528;-2.68864;-23.5018;7.98584;-2.5992;-28.8286;2.64443;-2.50838
4;-3.02739;3.92832;-2.65995;-8.76822;8.32999;-2.68184;-23.4979;7.98769;-2.60263;-28.8238;2.64528;-2.51339
5;-3.02656;3.92976;-2.65833;-8.76788;8.33081;-2.67679;-23.4976;7.9868;-2.59953;-28.8229;2.64372;-2.51583
6;-3.03156;3.92119;-2.67903;-8.77154;8.32402;-2.68509;-23.5012;7.98443;-2.59291;-28.8281;2.64287;-2.51137
7;-3.03185;3.92243;-2.67391;-8.7714;8.32581;-2.68197;-23.5012;7.98763;-2.59468;-28.8286;2.64658;-2.51481
8;-3.03299;3.92054;-2.68311;-8.7726;8.32384;-2.69099;-23.5023;7.98554;-2.597;-28.8296;2.64447;-2.51191
9;-3.03096;3.92357;-2.66983;-8.77112;8.32615;-2.68186;-23.5009;7.98599;-2.59516;-28.8275;2.64427;-2.5112
10;-3.03687;3.91759;-2.69855;-8.77539;8.32232;-2.69919;-23.5052;7.98755;-2.60105;-28.8338;2.6477;-2.52092
11;-3.03089;3.92058;-2.68251;-8.77042;8.32399;-2.6883;-23.5001;7.98592;-2.59292;-28.8275;2.64492;-2.5091
12;-3.03141;3.92433;-2.66517;-8.77183;8.32653;-2.68599;-23.5016;7.98564;-2.60316;-28.8279;2.64374;-2.51221
13;-3.02773;3.92753;-2.65882;-8.76862;8.32911;-2.68286;-23.4983;7.98668;-2.60233;-28.8241;2.64425;-2.50954
14;-3.03061;3.92352;-2.66373;-8.77052;8.32639;-2.68398;-23.5003;7.98718;-2.60114;-28.8273;2.64588;-2.51086
15;-3.02677;3.92905;-2.65513;-8.768;8.3302;-2.67554;-23.4977;7.98653;-2.59787;-28.8231;2.64359;-2.51157
16;-3.02734;3.92807;-2.67083;-8.76791;8.33012;-2.68481;-23.4976;7.98862;-2.60075;-28.8238;2.64642;-2.51669
17;-3.02615;3.92931;-2.65586;-8.76699;8.33097;-2.67704;-23.4967;7.98862;-2.5997;-28.8226;2.64618;-2.5128
18;-3.03256;3.91953;-2.68676;-8.77197;8.3231;-2.69144;-23.5017;7.98539;-2.59613;-28.8292;2.64452;-2.51364
19;-3.03039;3.92053;-2.68797;-8.76998;8.32387;-2.68774;-23.4997;7.98545;-2.59192;-28.827;2.64427;-2.51468
20;-3.03174;3.92063;-2.67982;-8.77125;8.32406;-2.69122;-23.501;7.98612;-2.60059;-28.8284;2.64521;-2.51417
21;-3.02995;3.92396;-2.67167;-8.76977;8.32698;-2.68384;-23.4995;7.98794;-2.59945;-28.8266;2.64661;-2.5172
22;-3.03073;3.92148;-2.67648;-8.77033;8.32478;-2.68842;-23.5001;7.98653;-2.59912;-28.8274;2.64551;-2.51315
23;-3.02986;3.92519;-2.66281;-8.77046;8.32718;-2.68279;-23.5002;7.9857;-2.59896;-28.8263;2.64358;-2.50818
24;-3.03026;3.92203;-2.66954;-8.76945;8.32588;-2.6816;-23.4993;7.98899;-2.59612;-28.8271;2.64844;-2.51312
25;-3.02551;3.92739;-2.66698;-8.76704;8.32818;-2.6798;-23.4967;7.98346;-2.59465;-28.8217;2.64009;-2.51105
26;-3.02972;3.92044;-2.68475;-8.7695;8.32352;-2.68841;-23.4992;7.98454;-2.59318;-28.8263;2.64319;-2.51195
27;-3.03098;3.91862;-2.6689;-8.77028;8.32233;-2.68017;-23.5;7.98514;-2.58649;-28.8277;2.64451;-2.49775
28;-3.03134;3.92027;-2.69567;-8.77061;8.32402;-2.6984;-23.5004;7.9867;-2.60792;-28.8281;2.64593;-2.53158
29;-3.02634;3.92769;-2.6671;-8.76737;8.32913;-2.68059;-23.4971;7.98606;-2.59819;-28.8227;2.64328;-2.51601
30;-3.02967;3.92045;-2.67212;-8.76932;8.32369;-2.68269;-23.4991;7.98521;-2.59625;-28.8264;2.64408;-2.51417
31;-3.02499;3.92802;-2.65719;-8.76647;8.32882;-2.68202;-23.4961;7.98441;-2.60169;-28.8212;2.64128;-2.50814
32;-3.03064;3.92054;-2.67822;-8.76964;8.32464;-2.68603;-23.4995;7.98828;-2.59911;-28.8275;2.64788;-2.51981
33;-3.03067;3.92013;-2.67275;-8.77016;8.32359;-2.68259;-23.4999;7.98565;-2.59524;-28.8274;2.64471;-2.51328
34;-3.02789;3.92485;-2.66782;-8.76848;8.32684;-2.68606;-23.4982;7.98535;-2.60062;-28.8243;2.64321;-2.51052
35;-3.03093;3.91911;-2.68005;-8.76984;8.32332;-2.68954;-23.4996;7.98738;-2.59728;-28.8278;2.64717;-2.51173
36;-3.03123;3.92133;-2.66964;-8.7708;8.32467;-2.68233;-23.5006;7.98647;-2.59749;-28.828;2.64546;-2.51427
37;-3.03148;3.9193;-2.67794;-8.77077;8.323;-2.68944;-23.5006;7.98575;-2.60094;-28.8283;2.64508;-2.51613
38;-3.03093;3.92053;-2.67331;-8.77024;8.32422;-2.6838;-23.5;7.98689;-2.59678;-28.8277;2.64618;-2.51434
39;-3.03215;3.92118;-2.67511;-8.7718;8.32442;-2.68775;-23.5016;7.98601;-2.59904;-28.8288;2.64494;-2.51276
40;-3.03197;3.92201;-2.67487;-8.77183;8.32498;-2.68573;-23.5016;7.98585;-2.59653;-28.8286;2.6445;-2.51189
41;-3.0311;3.92037;-2.68573;-8.77023;8.3243;-2.68324;-23.5;7.98735;-2.58807;-28.8278;2.64668;-2.51395
42;-3.03188;3.92066;-2.67689;-8.7719;8.32342;-2.68848;-23.5016;7.9838;-2.59486;-28.8284;2.6423;-2.50579
43;-3.03185;3.92231;-2.6721;-8.77147;8.32559;-2.68259;-23.5012;7.98722;-2.59361;-28.8285;2.64614;-2.50958
44;-3.03161;3.92219;-2.67929;-8.77076;8.32611;-2.68846;-23.5005;7.98937;-2.59656;-28.8284;2.64887;-2.51168
45;-3.03157;3.92175;-2.67174;-8.77079;8.32554;-2.68899;-23.5006;7.98861;-2.60343;-28.8284;2.64812;-2.51438
46;-3.03284;3.92147;-2.67879;-8.77244;8.32479;-2.68979;-23.5022;7.98658;-2.598;-28.8295;2.64556;-2.51109
47;-3.03051;3.92529;-2.66503;-8.77112;8.32727;-2.67926;-23.5008;7.98562;-2.59519;-28.827;2.64337;-2.51083
48;-3.03247;3.92131;-2.68137;-8.77238;8.32423;-2.68434;-23.5021;7.98481;-2.5914;-28.829;2.64328;-2.5128
49;-3.03252;3.92041;-2.68283;-8.77223;8.32357;-2.68681;-23.502;7.98482;-2.59286;-28.8291;2.64354;-2.51229
50;-3.02777;3.92667;-2.67045;-8.76891;8.32797;-2.68416;-23.4986;7.98458;-2.59725;-28.824;2.64171;-2.51119
51;-3.03089;3.92429;-2.66632;-8.77104;8.32687;-2.68445;-23.5008;7.98685;-2.60096;-28.8275;2.64524;-2.51258
52;-3.02856;3.92582;-2.66903;-8.7689;8.32816;-2.68224;-23.4986;7.98743;-2.59705;-28.8251;2.6455;-2.51296
53;-3.0321;3.92122;-2.68079;-8.77173;8.32449;-2.69056;-23.5015;7.9861;-2.59995;-28.8288;2.64501;-2.51543
54;-3.03196;3.92225;-2.67337;-8.77198;8.32499;-2.6926;-23.5017;7.98549;-2.60283;-28.8285;2.64411;-2.50811
55;-3.03174;3.92534;-2.69235;-8.77173;8.32816;-2.6976;-23.5015;7.98844;-2.61327;-28.8284;2.6468;-2.53904
56;-3.02692;3.92929;-2.65583;-8.76811;8.33048;-2.67858;-23.4978;7.98697;-2.60279;-28.8233;2.64411;-2.51533
57;-3.03111;3.92065;-2.68031;-8.77115;8.32338;-2.69127;-23.5009;7.98366;-2.59988;-28.8276;2.6421;-2.51334
