# ROTATION_AXIS=0
# TRANSLATION_AXIS=1
# COUPLED_TRANSLATION_AXIS=2
# EXTENSION_AXIS=3
# joint_name_1 axis_1_type (x,y,z) axis_2_type (x,y,z) ... ;joint_name_2 ...
# pose@TRANSLATION_AXIS@(1,0,0) pose@TRANSLATION_AXIS@(0,1,0) pose@TRANSLATION_AXIS@(0,0,1) pose@ROTATION_AXIS@(1,0,0) pose@ROTATION_AXIS@(0,1,0) pose@ROTATION_AXIS@(0,0,1) 
0 -16.4649 16.6088 -0.901294 3.13176 -0.00649312 1.52087 
1 -16.4634 16.6065 -0.894455 3.1325 -0.00661524 1.52105 
2 -16.4639 16.6158 -0.932391 3.12911 -0.00615377 1.52069 
3 -16.4638 16.6098 -0.90439 3.13159 -0.00649433 1.52105 
4 -16.4667 16.6125 -0.925739 3.12984 -0.00595962 1.52058 
5 -16.4627 16.6128 -0.918905 3.13037 -0.0063422 1.52118 
6 -16.463 16.6111 -0.908522 3.13277 -0.00700431 1.52113 
7 -16.4652 16.6089 -0.904904 3.13155 -0.00622659 1.521 
8 -16.4666 16.6135 -0.924786 3.12822 -0.00586507 1.52018 
9 -16.4645 16.6082 -0.912924 3.13131 -0.00698833 1.52108 
10 -16.4678 16.6134 -0.918091 3.13021 -0.00631621 1.52058 
11 -16.4677 16.6103 -0.910143 3.13136 -0.00655684 1.52109 
12 -16.4657 16.6103 -0.909272 3.1315 -0.00634915 1.52119 
13 -16.4694 16.6126 -0.91738 3.12963 -0.005006 1.52002 
14 -16.47 16.6039 -0.88845 3.13359 -0.00633854 1.5209 
15 -16.4673 16.6086 -0.901675 3.13197 -0.00631577 1.52114 
16 -16.4687 16.6026 -0.880101 3.1364 -0.00656998 1.52086 
17 -16.4703 16.6084 -0.900113 3.13186 -0.00648095 1.52083 
18 -16.4657 16.6069 -0.899567 3.13288 -0.00647092 1.52112 
19 -16.4688 16.6067 -0.901653 3.13262 -0.00621611 1.52108 
20 -16.4704 16.6119 -0.919313 3.13032 -0.00596062 1.52058 
21 -16.4675 16.6081 -0.914768 3.13131 -0.00664615 1.52101 
22 -16.4674 16.6085 -0.910308 3.13173 -0.00684929 1.52113 
23 -16.468 16.6097 -0.912877 3.13148 -0.00609097 1.52104 
24 -16.4703 16.6108 -0.907368 3.13128 -0.00591264 1.52062 
25 -16.4683 16.6039 -0.886191 3.1337 -0.0062675 1.52102 
26 -16.4696 16.611 -0.914042 3.13046 -0.00615658 1.52056 
27 -16.4664 16.6099 -0.918622 3.13055 -0.00653099 1.521 
28 -16.4683 16.6098 -0.921916 3.13047 -0.00664062 1.52086 
29 -16.4669 16.6082 -0.904391 3.13156 -0.00640882 1.52077 
30 -16.4657 16.6111 -0.91127 3.13089 -0.00641214 1.52104 
31 -16.4659 16.6079 -0.900733 3.13198 -0.00658392 1.52114 
32 -16.4656 16.6091 -0.907088 3.13133 -0.00652751 1.52104 
33 -16.4629 16.6101 -0.906326 3.13166 -0.00677463 1.52122 
34 -16.4642 16.6111 -0.911875 3.13093 -0.0062958 1.52117 
35 -16.4634 16.6109 -0.913395 3.13075 -0.00655386 1.52108 
36 -16.4639 16.6145 -0.919805 3.12989 -0.00633603 1.52069 
37 -16.4634 16.6126 -0.920606 3.13003 -0.006381 1.52117 
38 -16.4649 16.608 -0.902578 3.13164 -0.00645806 1.521 
39 -16.4624 16.6113 -0.905885 3.1316 -0.00629415 1.52113 
40 -16.4602 16.6118 -0.916368 3.13078 -0.0066208 1.5212 
41 -16.4643 16.6067 -0.896709 3.1323 -0.00695896 1.52101 
42 -16.4651 16.6071 -0.898122 3.13199 -0.00650651 1.521 
43 -16.461 16.6133 -0.917903 3.13054 -0.00652415 1.52106 
44 -16.4657 16.6089 -0.908684 3.13102 -0.00659787 1.52086 
45 -16.4647 16.6173 -0.926568 3.12723 -0.00548865 1.52078 
46 -16.4656 16.6115 -0.9055 3.13103 -0.00613407 1.52059 
47 -16.4654 16.6074 -0.901382 3.13168 -0.00658551 1.52099 
48 -16.4661 16.6087 -0.908183 3.13074 -0.00617875 1.52099 
49 -16.4662 16.612 -0.909436 3.1307 -0.00622938 1.52058 
50 -16.4617 16.6093 -0.904955 3.13175 -0.00670277 1.52124 
51 -16.4626 16.6096 -0.911196 3.13159 -0.00696478 1.52112 
52 -16.4672 16.6096 -0.912435 3.13093 -0.0062547 1.52104 
53 -16.4629 16.6114 -0.916293 3.13103 -0.00663912 1.52121 
54 -16.4655 16.6133 -0.928194 3.12951 -0.00652127 1.52104 
55 -16.4673 16.605 -0.892154 3.13304 -0.00625374 1.52098 
