# ROTATION_AXIS=0
# TRANSLATION_AXIS=1
# COUPLED_TRANSLATION_AXIS=2
# EXTENSION_AXIS=3
# joint_name_1 axis_1_type (x,y,z) axis_2_type (x,y,z) ... ;joint_name_2 ...
# pose@TRANSLATION_AXIS@(1,0,0) pose@TRANSLATION_AXIS@(0,1,0) pose@TRANSLATION_AXIS@(0,0,1) pose@ROTATION_AXIS@(1,0,0) pose@ROTATION_AXIS@(0,1,0) pose@ROTATION_AXIS@(0,0,1) 
0 -16.4667 16.6066 -0.89636 3.13215 -0.00682218 1.52105 
1 -16.4695 16.6041 -0.903041 3.13188 -0.00678233 1.5208 
2 -16.4664 16.6079 -0.911625 3.13111 -0.00684165 1.52094 
3 -16.4632 16.6065 -0.898494 3.13225 -0.00705989 1.52119 
4 -16.4674 16.6067 -0.912356 3.13107 -0.00665931 1.52095 
5 -16.4679 16.6074 -0.916046 3.13065 -0.00657065 1.52087 
6 -16.4654 16.6044 -0.899958 3.13235 -0.00707253 1.52097 
7 -16.4664 16.6068 -0.904485 3.1315 -0.00699544 1.52098 
8 -16.4677 16.6083 -0.921824 3.13044 -0.00664971 1.52099 
9 -16.4657 16.609 -0.919395 3.13088 -0.00687064 1.52108 
10 -16.4662 16.6074 -0.91163 3.13122 -0.0065873 1.52097 
11 -16.4689 16.6054 -0.911357 3.13113 -0.00676474 1.52096 
12 -16.4693 16.6024 -0.893304 3.13287 -0.00676942 1.52096 
13 -16.4683 16.6045 -0.893673 3.13273 -0.00689645 1.521 
14 -16.4699 16.6052 -0.90991 3.13006 -0.00697473 1.5207 
15 -16.4682 16.6074 -0.91306 3.1311 -0.00664641 1.5209 
16 -16.4717 16.6015 -0.890676 3.13314 -0.00661816 1.52092 
17 -16.4681 16.6042 -0.900043 3.13286 -0.00670622 1.5211 
18 -16.4697 16.6069 -0.910094 3.13127 -0.00643267 1.52099 
19 -16.4686 16.6071 -0.912182 3.13119 -0.00661531 1.52097 
20 -16.4702 16.6061 -0.895923 3.13218 -0.00638026 1.52074 
21 -16.4684 16.609 -0.916097 3.13077 -0.00668948 1.52094 
22 -16.4682 16.6059 -0.908911 3.13166 -0.0070639 1.52101 
23 -16.4727 16.6046 -0.89725 3.13248 -0.00622969 1.52073 
24 -16.4685 16.6052 -0.906974 3.13187 -0.00694004 1.52103 
25 -16.4707 16.6038 -0.905633 3.13216 -0.00676554 1.5209 
26 -16.4705 16.6056 -0.907863 3.13188 -0.00670938 1.52088 
27 -16.4683 16.6052 -0.906383 3.13183 -0.0071887 1.52096 
28 -16.469 16.6091 -0.915594 3.1306 -0.00568348 1.52092 
29 -16.4688 16.6073 -0.913984 3.13089 -0.00681735 1.52096 
30 -16.4681 16.606 -0.909518 3.13153 -0.00707095 1.52093 
31 -16.4703 16.6079 -0.924116 3.13005 -0.0067108 1.52086 
32 -16.4693 16.603 -0.888883 3.13298 -0.00669968 1.52097 
33 -16.4677 16.6126 -0.928897 3.12963 -0.0065522 1.52109 
34 -16.4687 16.6034 -0.894281 3.13272 -0.00696687 1.52099 
35 -16.4695 16.6078 -0.916253 3.13065 -0.0064429 1.52081 
36 -16.4649 16.6084 -0.915216 3.13098 -0.00687965 1.52108 
37 -16.4661 16.6109 -0.91374 3.13082 -0.00618673 1.52103 
38 -16.469 16.6097 -0.91568 3.13045 -0.00629211 1.5208 
39 -16.467 16.6072 -0.91376 3.13093 -0.00674185 1.52098 
40 -16.466 16.6044 -0.892628 3.13295 -0.00681982 1.52106 
41 -16.4655 16.6066 -0.898707 3.13224 -0.00673435 1.52107 
42 -16.4686 16.6066 -0.906502 3.13151 -0.00658859 1.52091 
43 -16.4669 16.6069 -0.901886 3.13171 -0.00666426 1.52107 
44 -16.4645 16.6023 -0.8761 3.13697 -0.00737684 1.52113 
45 -16.4654 16.6047 -0.891398 3.12895 -0.00624744 1.5207 
46 -16.4686 16.6058 -0.900263 3.13186 -0.00673938 1.52105 
47 -16.4665 16.6065 -0.908147 3.13156 -0.00684743 1.52098 
48 -16.4663 16.6091 -0.915118 3.13088 -0.00690807 1.5211 
49 -16.4645 16.6072 -0.902875 3.1319 -0.00696059 1.52101 
