# ROTATION_AXIS=0
# TRANSLATION_AXIS=1
# COUPLED_TRANSLATION_AXIS=2
# EXTENSION_AXIS=3
# joint_name_1 axis_1_type (x,y,z) axis_2_type (x,y,z) ... ;joint_name_2 ...
# LeftHandIndex1@ROTATION_AXIS@(0,0,1) LeftHandIndex1@ROTATION_AXIS@(1,0,0) LeftHandIndex2@ROTATION_AXIS@(1,0,0) LeftHandIndex3@ROTATION_AXIS@(1,0,0) LeftHandMiddle1@ROTATION_AXIS@(0,0,1) LeftHandMiddle1@ROTATION_AXIS@(1,0,0) LeftHandMiddle2@ROTATION_AXIS@(1,0,0) LeftHandMiddle3@ROTATION_AXIS@(1,0,0) LeftHandPinky1@ROTATION_AXIS@(0,0,1) LeftHandPinky1@ROTATION_AXIS@(1,0,0) LeftHandPinky2@ROTATION_AXIS@(1,0,0) LeftHandPinky3@ROTATION_AXIS@(1,0,0) LeftHandRing1@ROTATION_AXIS@(0,0,1) LeftHandRing1@ROTATION_AXIS@(1,0,0) LeftHandRing2@ROTATION_AXIS@(1,0,0) LeftHandRing3@ROTATION_AXIS@(1,0,0) LeftHandThumb1@ROTATION_AXIS@(0,0,1) LeftHandThumb1@ROTATION_AXIS@(1,0,0) LeftHandThumb2@ROTATION_AXIS@(1,0,0) LeftHandThumb3@ROTATION_AXIS@(1,0,0) pose@TRANSLATION_AXIS@(1,0,0) pose@TRANSLATION_AXIS@(0,1,0) pose@TRANSLATION_AXIS@(0,0,1) pose@ROTATION_AXIS@(1,0,0) pose@ROTATION_AXIS@(0,1,0) pose@ROTATION_AXIS@(0,0,1) 
0 0.132014 0.80706 -0.196351 0.0917496 0.13326 0.563544 0.188445 0.0810165 0.104355 0.833676 0.0671711 0.0483319 0.0574473 0.506881 0.450196 0.239939 -0.24522 0.362594 0.147926 -0.119183 -0.984823 28.7131 9.66136 3.06673 -0.861979 1.97089 
1 0.131258 0.804399 -0.198183 0.0916394 0.132212 0.560136 0.185932 0.0787495 0.103813 0.82626 0.0640407 0.0474237 0.0555421 0.500751 0.444887 0.237848 -0.246083 0.366953 0.148472 -0.12189 -0.969344 28.7179 9.65592 3.0643 -0.863544 1.96883 
2 0.130405 0.804913 -0.199879 0.0913353 0.13099 0.559439 0.181088 0.0768858 0.104482 0.827197 0.0619919 0.0463807 0.0542711 0.5011 0.444556 0.238074 -0.247552 0.363843 0.156551 -0.124251 -0.96422 28.7133 9.64902 3.06384 -0.869267 1.97048 
3 0.129632 0.806996 -0.201449 0.091021 0.130208 0.559765 0.174978 0.0753198 0.103773 0.823178 0.0593418 0.0453958 0.0527852 0.499319 0.443956 0.236209 -0.251143 0.359619 0.168966 -0.126116 -0.943371 28.7088 9.64677 3.06421 -0.864102 1.97049 
4 0.12803 0.809618 -0.202938 0.0890867 0.128732 0.561839 0.168555 0.0735689 0.102382 0.826137 0.0563164 0.0434028 0.0521746 0.502236 0.439919 0.234185 -0.253594 0.354761 0.177245 -0.127956 -0.948469 28.7001 9.63643 3.06017 -0.876643 1.9692 
5 0.127218 0.81268 -0.204308 0.0875824 0.128232 0.563368 0.162153 0.0721287 0.10236 0.82184 0.0555481 0.0434242 0.0524323 0.502653 0.435406 0.232201 -0.254649 0.350246 0.189491 -0.129728 -0.929711 28.6919 9.62556 3.06277 -0.865343 1.97215 
6 0.125103 0.814298 -0.205602 0.0854019 0.126407 0.565087 0.156322 0.0719846 0.101297 0.824228 0.0562113 0.0446358 0.0517153 0.507836 0.429017 0.229498 -0.255068 0.347088 0.191077 -0.131485 -0.928147 28.6826 9.60614 3.05833 -0.885485 1.97057 
7 0.125588 0.813759 -0.206782 0.083881 0.125533 0.56075 0.149757 0.0712462 0.100238 0.818444 0.0414147 0.0429063 0.0508363 0.498971 0.425383 0.227761 -0.256127 0.350182 0.202008 -0.133083 -0.903368 28.6955 9.6172 3.06404 -0.854022 1.96727 
8 0.121762 0.813915 -0.207928 0.0809809 0.123533 0.562817 0.146775 0.0696568 0.0981202 0.823759 0.0419533 0.0438079 0.0490915 0.502177 0.424657 0.226627 -0.256144 0.349094 0.193738 -0.134794 -0.899419 28.6879 9.5961 3.05946 -0.895753 1.97306 
9 0.123881 0.816491 -0.208953 0.0799347 0.124599 0.56085 0.139966 0.0685136 0.100199 0.819019 0.0324908 0.0420902 0.0508348 0.499514 0.418576 0.224502 -0.259732 0.35621 0.200983 -0.135546 -0.888482 28.6898 9.60689 3.06053 -0.843483 1.96012 
