#          __         __   ___________   ____   ___________        _____________   ____________ 
#         / /        / /  / _________/  / __ \  \  _______ \____   \  ___________\ \  ________ \ 
#        / /        / /  / /           / /  \ \  \ \      \____ \_  \ \             \ \       \ \ 
#       / /        / /  / /           / /    \ \  \ \          \_ \  \ \             \ \       \ \ 
#      / /________/ /  / /________   / /      \ \  \ \           \ \  \ \___________  \ \_______| | 
#     / _________  /  / _________/  / /        \ \  \ \           | |  \  __________\  \  _____  / 
#    / /        / /  / /           / /__________\ \  \ \         _/ /   \ \             \ \    \ \ 
#   / /        / /  / /           / ______________ \  \ \     __/ _/     \ \             \ \     \ \ 
#  / /        / /  / /_________  / /              \ \  \ \___/ __/        \ \__________   \ \      \ \ 
# /_/        /_/  /___________/ /_/                \_\  \_____/            \___________\   \_\       \_\ 
# 
# Trajectory of Effectors
# 2017-07-28T16:00:08
# StartFrame : 0 
# StopFrame : 2823 
# Delimiter: ';' 
# Framenumber;scale0;scale1;scale2;scale3
0;39.3622;-9.32871;-2.78528;33.8156;-4.5103;-2.79583;5.21758;-5.88677;-2.65498;0.24086;-10.6952;-2.59631
1;39.363;-9.33035;-2.78715;33.8167;-4.51155;-2.80044;5.21862;-5.88585;-2.65424;0.241568;-10.6939;-2.59125
2;39.3641;-9.33113;-2.78866;33.818;-4.5121;-2.79913;5.21988;-5.88529;-2.65363;0.24263;-10.6931;-2.59341
3;39.361;-9.33047;-2.78514;33.8146;-4.5118;-2.80251;5.21656;-5.8866;-2.6563;0.239607;-10.6947;-2.58964
4;39.3631;-9.3296;-2.78444;33.8167;-4.51093;-2.79424;5.21864;-5.88607;-2.65481;0.241697;-10.6943;-2.59731
5;39.3628;-9.3295;-2.7893;33.8165;-4.51077;-2.79798;5.21843;-5.88558;-2.65152;0.241446;-10.6937;-2.59257
6;39.362;-9.3298;-2.78552;33.8156;-4.51116;-2.8009;5.21752;-5.88618;-2.65843;0.240589;-10.6943;-2.59486
7;39.3612;-9.32862;-2.78363;33.8146;-4.51016;-2.79737;5.21659;-5.88624;-2.65286;0.239838;-10.6946;-2.59006
8;39.3619;-9.32861;-2.78584;33.8154;-4.51008;-2.79956;5.21739;-5.88577;-2.65441;0.240566;-10.694;-2.5914
9;39.3611;-9.33004;-2.78618;33.8146;-4.51135;-2.79543;5.21659;-5.88642;-2.65321;0.239635;-10.6946;-2.59523
10;39.3606;-9.33035;-2.78742;33.8143;-4.51156;-2.79714;5.21623;-5.88608;-2.65205;0.239189;-10.6941;-2.59265
11;39.3619;-9.33039;-2.78819;33.8156;-4.51158;-2.79733;5.21749;-5.88602;-2.65186;0.240442;-10.6941;-2.59284
12;39.3613;-9.33074;-2.78589;33.8151;-4.51183;-2.79968;5.21702;-5.88559;-2.65582;0.239866;-10.6935;-2.59319
13;39.3624;-9.32969;-2.78716;33.8159;-4.51113;-2.80096;5.21782;-5.88665;-2.65911;0.240963;-10.6949;-2.59718
14;39.3616;-9.33041;-2.78575;33.8153;-4.5116;-2.80101;5.21717;-5.88581;-2.65665;0.240105;-10.6938;-2.59252
15;39.3615;-9.32927;-2.79339;33.8149;-4.51073;-2.80482;5.2169;-5.88651;-2.66519;0.240068;-10.6948;-2.60615
16;39.3621;-9.32977;-2.78797;33.8159;-4.51083;-2.7954;5.21776;-5.88461;-2.6533;0.240582;-10.6926;-2.597
17;39.3606;-9.32932;-2.78703;33.814;-4.51081;-2.79498;5.216;-5.88684;-2.65175;0.23921;-10.6952;-2.59459
18;39.3609;-9.33046;-2.78638;33.8145;-4.51173;-2.80038;5.21642;-5.88636;-2.65694;0.239424;-10.6944;-2.59427
19;39.3593;-9.33135;-2.78384;33.813;-4.5126;-2.79962;5.21492;-5.8871;-2.65528;0.237906;-10.6951;-2.59071
20;39.361;-9.32916;-2.78741;33.8147;-4.5104;-2.79704;5.21661;-5.88508;-2.65449;0.239594;-10.6932;-2.59606
21;39.36;-9.32989;-2.78816;33.8136;-4.51114;-2.79511;5.21553;-5.88592;-2.65321;0.23852;-10.6941;-2.59741
22;39.3615;-9.32913;-2.78674;33.8149;-4.51058;-2.79949;5.21692;-5.8862;-2.65462;0.240086;-10.6944;-2.59257
23;39.3608;-9.329;-2.78681;33.8141;-4.51068;-2.80203;5.2161;-5.88741;-2.65893;0.239456;-10.6958;-2.59527
24;39.3612;-9.33024;-2.78614;33.815;-4.51132;-2.79671;5.21685;-5.88514;-2.65553;0.239693;-10.6931;-2.59674
25;39.3591;-9.33057;-2.78659;33.8128;-4.51178;-2.80133;5.2147;-5.88608;-2.65279;0.237665;-10.6941;-2.58768
26;39.3588;-9.3296;-2.78634;33.8124;-4.51091;-2.7978;5.21431;-5.88585;-2.65187;0.237362;-10.694;-2.59061
27;39.3598;-9.32977;-2.78539;33.8134;-4.5111;-2.79885;5.21536;-5.88604;-2.65313;0.238413;-10.6942;-2.59014
28;39.3596;-9.33024;-2.78505;33.8134;-4.51139;-2.79918;5.21527;-5.88539;-2.65561;0.238161;-10.6933;-2.59278
29;39.3599;-9.33178;-2.78446;33.8138;-4.51281;-2.79584;5.21563;-5.88637;-2.65477;0.238426;-10.6943;-2.59527
30;39.359;-9.32971;-2.7855;33.8126;-4.51105;-2.79591;5.21456;-5.88618;-2.651;0.237629;-10.6944;-2.59104
31;39.3611;-9.32903;-2.78813;33.8145;-4.51052;-2.79586;5.21652;-5.88651;-2.65159;0.239725;-10.6948;-2.59427
32;39.3605;-9.32942;-2.78445;33.814;-4.51085;-2.79698;5.21592;-5.88639;-2.65511;0.239065;-10.6946;-2.59429
33;39.3627;-9.32949;-2.78481;33.8162;-4.51087;-2.79429;5.21815;-5.88627;-2.65582;0.24124;-10.6945;-2.59895
34;39.362;-9.33095;-2.78596;33.8157;-4.51217;-2.79681;5.21761;-5.88668;-2.65227;0.240572;-10.6947;-2.59205
35;39.3596;-9.33044;-2.78648;33.8133;-4.51167;-2.79962;5.21521;-5.88609;-2.65296;0.238182;-10.6941;-2.58995
36;39.3605;-9.33158;-2.78617;33.8143;-4.51268;-2.79863;5.21618;-5.88648;-2.6529;0.23904;-10.6944;-2.59082
37;39.361;-9.33012;-2.78668;33.8147;-4.5113;-2.80005;5.21661;-5.8855;-2.65089;0.239552;-10.6935;-2.58679
38;39.3622;-9.32935;-2.785;33.8156;-4.51094;-2.80077;5.21757;-5.88718;-2.66017;0.240837;-10.6955;-2.5969
39;39.3611;-9.33006;-2.78613;33.8149;-4.51124;-2.79982;5.21678;-5.88536;-2.65212;0.2397;-10.6933;-2.58824
40;39.3615;-9.32801;-2.78575;33.8148;-4.5097;-2.7981;5.21679;-5.88656;-2.65389;0.240158;-10.695;-2.59243
41;39.3624;-9.3293;-2.7859;33.8159;-4.51066;-2.79943;5.21789;-5.88578;-2.65518;0.240969;-10.6939;-2.59265
42;39.3635;-9.32845;-2.78604;33.817;-4.5099;-2.80108;5.21895;-5.88541;-2.65856;0.242098;-10.6936;-2.59528
43;39.3641;-9.32963;-2.7864;33.8178;-4.51086;-2.79738;5.21972;-5.88545;-2.65513;0.242697;-10.6935;-2.5956
44;39.3627;-9.32993;-2.78705;33.8165;-4.51105;-2.80122;5.21835;-5.8849;-2.65607;0.241226;-10.6928;-2.59266
45;39.3612;-9.32874;-2.78718;33.8147;-4.51011;-2.79864;5.2167;-5.88532;-2.64923;0.239803;-10.6935;-2.58676
46;39.3627;-9.32873;-2.78817;33.8163;-4.51008;-2.79827;5.21825;-5.88531;-2.65395;0.241331;-10.6935;-2.59447
47;39.3611;-9.32874;-2.786;33.8146;-4.51027;-2.79874;5.21657;-5.88625;-2.65052;0.239807;-10.6945;-2.58733
48;39.3617;-9.32994;-2.78741;33.8154;-4.51111;-2.79899;5.21737;-5.88532;-2.65309;0.240292;-10.6933;-2.59174
49;39.3623;-9.32975;-2.78636;33.8159;-4.51103;-2.79459;5.21787;-5.88591;-2.64956;0.240894;-10.6941;-2.59151
50;39.3615;-9.32946;-2.78809;33.8151;-4.51074;-2.79732;5.21702;-5.88564;-2.65086;0.240053;-10.6938;-2.59142
51;39.3613;-9.32965;-2.78674;33.8148;-4.51103;-2.80343;5.21678;-5.88613;-2.6579;0.239874;-10.6942;-2.59209
52;39.3611;-9.32914;-2.7859;33.8147;-4.51054;-2.80161;5.21662;-5.8858;-2.65708;0.239729;-10.694;-2.59249
53;39.3626;-9.32939;-2.78518;33.816;-4.51086;-2.79799;5.21801;-5.88665;-2.65574;0.241194;-10.6949;-2.59456
54;39.3618;-9.33087;-2.78506;33.8155;-4.51217;-2.79983;5.2174;-5.88694;-2.65488;0.240427;-10.695;-2.59099
